"Cód Transacción","Cód Transacción","Descripción Transacción","Artículo","Descripción Artículo","Planta","Desc. Planta","Cód. Configuración","Dirección","Cantidad","UdM","Dirección Paralela","Ctd Paralela","UdM Paralela","Ubicación","Almacén","Cajón","Fila","Nivel","Caja","Nº Lote","Nº Serie","Cód. Condición","Desc. Cód. Condición","Nº R/D/R","Nº Rev","Fecha Caducidad","Ref Orden 1","Ref Orden 2","Ref Orden 3","Ref Orden 4","Tipo Orden","Coste","Coste Inventario","Coste Total","Creado","Hora Creación","Nota","Realizado Por","Fecha Aplicada","Incl en Art Agr por Periodo","Incl.Valor Agreg. por Per.","Devol/Deshec","Propiedad","Propietario","Nombre Propietario","Propiedad Previo","Propietario Previo","Nombre Propietario Previo","Cód. Programa","Descripción de Programa","Cód Proyecto","Nombre Proyecto","Cód Subproyecto","Descripción Subproyecto","Cód Actividad","Descripción Actividad","Secuencia Actividad","Tiene Errores Contab","Tiene Contab Trasnferidas","Cód Inf Trans Inv","Fecha Aplicada Fecha Modificación","Fecha Aplicada Modificada por Usuario"
"792,837","ARRIVAL","Recepción de Orden de Compra","P02.025.CC0051","CAJA DE CONEXION CON BREAKER 2P 200 AMP","05M-O","TERMOPICHINCHA M-O","*","+","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100027416","1","1","1","Orden Compra","138.82","277.65","277.65","10/04/2014","13:40:11","","VTIXE","07/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","113657","10/04/2014 13:40:11","VTIXE"
"792,838","ARRIVAL","Recepción de Orden de Compra","P02.011.CA0246","CABLE DE BATERIA  3/0 AWG","05M-O","TERMOPICHINCHA M-O","*","+","100","m","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100027416","2","1","1","Orden Compra","19.72","1,971.65","1,971.65","10/04/2014","13:40:11","","VTIXE","07/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","113657","10/04/2014 13:40:11","VTIXE"
"800,986","INTSHIP","Consumo para Solic.Material","P12.019.PB0001","PAPEL BOND 75 GR. A4 -RESMA","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","82262","1","1","1","Solicitud Material","3.37","3.37","3.37","17/04/2014","11:02:13","INT","VTIXE","17/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","114716","",""
"801,558","INVM-ISS","Transferencia Interna - Salida","P02.007.EL0010","ELECTRODO 6011  1/8""-H406","05M-O","TERMOPICHINCHA M-O","*","-","10","kg","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","","","","","","5.31","53.13","53.13","17/04/2014","13:43:30","","VTIXE","16/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","114742","17/04/2014 13:44:52","VTIXE"
"793,948","ARRIVAL","Recepción de Orden de Compra","P12.113.MO0001","MOCHILA PARA COMPUTADOR","05M-O","TERMOPICHINCHA M-O","*","+","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100023178","1","1","1","Orden Compra","15.9","31.81","31.81","11/04/2014","11:26:14","","VTIXE","07/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","113754","11/04/2014 11:26:14","VTIXE"
"794,249","INTSHIP","Consumo para Solic.Material","P02.011.CA0246","CABLE DE BATERIA  3/0 AWG","05M-O","TERMOPICHINCHA M-O","*","-","100","m","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","80500","1","1","1","Solicitud Material","19.72","1,971.65","1,971.65","11/04/2014","13:34:22","INT","VTIXE","11/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","113799","",""
"794,250","INTSHIP","Consumo para Solic.Material","P02.025.CC0051","CAJA DE CONEXION CON BREAKER 2P 200 AMP","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","80500","2","1","1","Solicitud Material","138.82","277.65","277.65","11/04/2014","13:34:22","INT","VTIXE","11/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","113799","",""
"794,257","INTSHIP","Consumo para Solic.Material","P12.113.MO0001","MOCHILA PARA COMPUTADOR","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","81466","1","1","1","Solicitud Material","15.9","15.9","15.9","11/04/2014","13:39:17","INT","VTIXE","11/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","113801","",""
"806,676","ARRIVAL","Recepción de Orden de Compra","P04.001.GR0003","GRASA RULIMAN LITIO 2","05M-O","TERMOPICHINCHA M-O","*","+","5","lb","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","P100028091","1","1","1","Orden Compra","16.13","80.64","80.64","24/04/2014","13:47:49","","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","115592","24/04/2014 13:47:49","VTIXE"
"806,677","ARRIVAL","Recepción de Orden de Compra","P04.001.GR0015","GRASA ROJA","05M-O","TERMOPICHINCHA M-O","*","+","5","lb","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100028091","2","1","1","Orden Compra","15.9","79.52","79.52","24/04/2014","13:47:50","","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","115592","24/04/2014 13:47:50","VTIXE"
"806,678","ARRIVAL","Recepción de Orden de Compra","P03.014.IN0010","BISULFURO DE MOLIBDENO EN PASTA","05M-O","TERMOPICHINCHA M-O","*","+","1","LIBRAS","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100028091","3","1","1","Orden Compra","66.08","66.08","66.08","24/04/2014","13:47:50","","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","115592","24/04/2014 13:47:50","VTIXE"
"806,679","ARRIVAL","Recepción de Orden de Compra","P03.002.LC0010","BELZONA CERAMICO (S) METAL","05M-O","TERMOPICHINCHA M-O","*","+","3","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100028091","4","1","1","Orden Compra","231.67","695.02","695.02","24/04/2014","13:47:50","","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","115592","24/04/2014 13:47:50","VTIXE"
"806,680","ARRIVAL","Recepción de Orden de Compra","P03.002.LC0018","LIMPIADOR DESENGRASANTE (TARRO)","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","P100028091","5","1","1","Orden Compra","32.93","32.93","32.93","24/04/2014","13:47:50","","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","115592","24/04/2014 13:47:50","VTIXE"
"819,100","ARRIVAL","Recepción de Orden de Compra","P03.002.LC0010","BELZONA CERAMICO (S) METAL","05M-O","TERMOPICHINCHA M-O","*","+","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100028461","1","1","1","Orden Compra","231.67","463.34","463.34","07/05/2014","15:20:56","","VTIXE","05/05/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","117997","07/05/2014 15:20:56","VTIXE"
"819,131","ARRIVAL","Recepción de Orden de Compra","P02.029.PL0212","PLANCHA DE FIBRA SINTETICA DE 1/64""","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100028463","1","1","1","Orden Compra","77.28","77.28","77.28","07/05/2014","15:24:22","","VTIXE","05/05/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","118005","07/05/2014 15:24:22","VTIXE"
"819,141","ARRIVAL","Recepción de Orden de Compra","P01.006.VL0545","VALVULA CHECK DE 3"" BRIDADA 300 LBS","05INV","TERMOPICHINCHA INV","*","+","2","UNIDAD","","","","SRAI0000","SANTA ROSA INV","SRA01","0","0","0","0","*","","","*","1","","P100028460","1","1","1","Orden Compra","829.92","1,659.84","1,659.84","07/05/2014","15:29:15","","VTIXE","07/05/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","118011","",""
"819,152","INTSHIP","Consumo para Solic.Material","P03.002.LC0010","BELZONA CERAMICO (S) METAL","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","84253","1","1","1","Solicitud Material","226.11","452.21","452.21","07/05/2014","15:32:33","INT","VTIXE","07/05/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","118015","",""
"819,159","INTSHIP","Consumo para Solic.Material","P02.029.PL0212","PLANCHA DE FIBRA SINTETICA DE 1/64""","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","84313","1","1","1","Solicitud Material","64.96","64.96","64.96","07/05/2014","15:35:54","INT","VTIXE","07/05/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","118019","",""
"819,216","INTSHIP","Consumo para Solic.Material","P13.017.FN0009","FUNDA DE BASURA, GRANDE INDUSTRIAL","05M-O","TERMOPICHINCHA M-O","*","-","10","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","84676","1","1","1","Solicitud Material","1.22","12.17","12.17","07/05/2014","15:52:37","INT","VTIXE","07/05/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","118034","",""
"819,217","INTSHIP","Consumo para Solic.Material","P13.007.TL0001","TOALLA DE MANOS DISPENSADA","05M-O","TERMOPICHINCHA M-O","*","-","3","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","84676","2","1","1","Solicitud Material","2.58","7.75","7.75","07/05/2014","15:52:37","INT","VTIXE","07/05/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","118034","",""
"819,218","INTSHIP","Consumo para Solic.Material","P09.011.QM0008","HERBICIDA RANGER (MATA MALEZA)","05M-O","TERMOPICHINCHA M-O","*","-","1","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","84676","3","1","1","Solicitud Material","22.35","22.35","22.35","07/05/2014","15:52:37","INT","VTIXE","07/05/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","118034","",""
"803,346","INTSHIP","Consumo para Solic.Material","P13.007.TL0001","TOALLA DE MANOS DISPENSADA","05M-O","TERMOPICHINCHA M-O","*","-","4","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","82513","1","1","1","Solicitud Material","2.58","10.33","10.33","21/04/2014","14:32:45","INT","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","114986","",""
"803,347","INTSHIP","Consumo para Solic.Material","P13.007.PH0002","PAPEL HIGIENICO JUMBO 250 MTS- ROLLO","05M-O","TERMOPICHINCHA M-O","*","-","4","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","82513","2","1","1","Solicitud Material","2.41","9.62","9.62","21/04/2014","14:32:45","INT","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","114986","",""
"803,348","INTSHIP","Consumo para Solic.Material","P13.001.DE0002","DESINFECTANTE","05M-O","TERMOPICHINCHA M-O","*","-","2","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","82513","3","1","1","Solicitud Material","4.28","8.56","8.56","21/04/2014","14:32:45","INT","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","114986","",""
"803,349","INTSHIP","Consumo para Solic.Material","P13.015.ES0001","ESPONJA PARA LAVAR PLATOS","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","82513","5","1","1","Solicitud Material","0.35","0.35","0.35","21/04/2014","14:32:45","INT","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","114986","",""
"803,350","INTSHIP","Consumo para Solic.Material","P16.002.SU0010","LAVAVAJILLA","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","82513","6","1","1","Solicitud Material","1.34","1.34","1.34","21/04/2014","14:32:45","INT","VTIXE","21/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","114986","",""
"809,447","INVM-ISS","Transferencia Interna - Salida","P02.033.RE0001","RETAZOS - TRAPOS","05M-O","TERMOPICHINCHA M-O","*","-","100","lb","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","","","","","","2.52","251.52","251.52","28/04/2014","16:24:37","","VTIXE","28/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","116286","",""
"787,671","INTSHIP","Consumo para Solic.Material","01.052.TR0009","TRANSISTOR OPTO - ACOPLADOR CON FOTOTRANSISTOR","05M-O","TERMOPICHINCHA M-O","*","-","5","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","65828","1","1","1","Solicitud Material","43.73","218.67","218.67","07/04/2014","14:54:57","INT","VTIXE","07/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","113188","",""
"787,691","INTUNISS","Deshacer Salida Artículo Inventario en Solicitud Material","01.052.TR0009","TRANSISTOR OPTO - ACOPLADOR CON FOTOTRANSISTOR","05M-O","TERMOPICHINCHA M-O","*","+","4","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","65828","1","1","1","Solicitud Material","43.73","174.94","174.94","07/04/2014","15:04:21","INT","VTIXE","07/04/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","113191","",""
"741,255","INTSHIP","Consumo para Solic.Material","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","-","259,934","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","77034","1","1","1","Solicitud Material","0.92","238,802.36","238,802.36","05/03/2014","14:23:55","INT","VTIXE","28/02/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","107808","05/03/2014 14:24:31","VTIXE"
"741,267","INTSHIP","Consumo para Solic.Material","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","-","277,695","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","77038","1","1","1","Solicitud Material","0.92","255,119.46","255,119.46","05/03/2014","14:29:18","INT","VTIXE","28/02/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","107810","05/03/2014 14:29:52","VTIXE"
"741,268","INTSHIP","Consumo para Solic.Material","P09.002.QM0001","INHIBIDOR DE CORROSION PARA SISTEMAS DE ENFRIAMIENTO CERRADO (NALCOOL 2000)","05M-O","TERMOPICHINCHA M-O","*","-","14","kg","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","77038","2","1","1","Solicitud Material","3.53","49.39","49.39","05/03/2014","14:29:18","INT","VTIXE","28/02/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","107810","05/03/2014 14:29:52","VTIXE"
"741,273","INTSHIP","Consumo para Solic.Material","P07.001.DS0002","DIESEL-2","05M-O","TERMOPICHINCHA M-O","*","-","281,992","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","77040","1","1","1","Solicitud Material","0.92","259,067.13","259,067.13","05/03/2014","14:35:15","INT","VTIXE","28/02/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","107812","05/03/2014 14:35:44","VTIXE"
"747,766","ARRIVAL","Recepción de Orden de Compra","P02.124.MO0095","MODULO PERIFERICO 16 ENTRADAS DIGITALES 24 VDC STBDDI3725KC","05M-O","TERMOPICHINCHA M-O","*","+","3","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100025569","1","1","1","Orden Compra","254.95","764.84","764.84","10/03/2014","13:15:55","","VTIXE","05/03/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","108578","10/03/2014 13:15:55","VTIXE"
"747,767","ARRIVAL","Recepción de Orden de Compra","P02.124.MO0074","MODULO PERIFERICO NIM MODBUS TCP STBNIP2311","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100025569","2","1","1","Orden Compra","566.68","566.68","566.68","10/03/2014","13:15:55","","VTIXE","05/03/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","108578","10/03/2014 13:15:55","VTIXE"
"747,768","ARRIVAL","Recepción de Orden de Compra","P01.037.RE0091","RELE DE MONTAJE RIEL DIN  BOBINA 24 VDC 1 CONTACTO SPTD NO+NC CON LED INDICADOR TIPO BORNERA CONTACTO 6 A 24 VDC RSL1PVBU","05M-O","TERMOPICHINCHA M-O","*","+","20","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100025569","3","1","1","Orden Compra","20.48","409.7","409.7","10/03/2014","13:15:56","","VTIXE","05/03/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","108578","10/03/2014 13:15:56","VTIXE"
"747,769","ARRIVAL","Recepción de Orden de Compra","P12.031.ET0035","ETIQUETA RFID 1K 13,56 MHZ, CILINDRO DE 35MM CON ORIFICIO DE 3,8MM MATERIAL IP67","05M-O","TERMOPICHINCHA M-O","*","+","20","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100025568","1","1","1","Orden Compra","22.18","443.52","443.52","10/03/2014","13:19:35","","VTIXE","06/03/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","108579","10/03/2014 13:19:35","VTIXE"
"747,770","ARRIVAL","Recepción de Orden de Compra","P01.032.BK0153","BREAKER TRIFASICO 250 AMP 690 V","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100025679","1","1","1","Orden Compra","128.8","128.8","128.8","10/03/2014","13:23:02","","VTIXE","05/03/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","108580","10/03/2014 13:23:02","VTIXE"
"747,771","ARRIVAL","Recepción de Orden de Compra","P01.032.UN0001","UNIDAD DE DISPARO REGULABLE PARA BREAKER TRIFASICO DE 250 AMP 690 V","05M-O","TERMOPICHINCHA M-O","*","+","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100025679","2","1","1","Orden Compra","274.4","274.4","274.4","10/03/2014","13:23:02","","VTIXE","05/03/2014","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","108580","10/03/2014 13:23:03","VTIXE"
