"Cód Transacción","Cód Transacción","Descripción Transacción","Artículo","Descripción Artículo","Planta","Desc. Planta","Cód. Configuración","Dirección","Cantidad","UdM","Dirección Paralela","Ctd Paralela","UdM Paralela","Ubicación","Almacén","Cajón","Fila","Nivel","Caja","Nº Lote","Nº Serie","Cód. Condición","Desc. Cód. Condición","Nº R/D/R","Nº Rev","Fecha Caducidad","Ref Orden 1","Ref Orden 2","Ref Orden 3","Ref Orden 4","Tipo Orden","Coste","Coste Inventario","Coste Total","Creado","Hora Creación","Nota","Realizado Por","Fecha Aplicada","Incl en Art Agr por Periodo","Incl.Valor Agreg. por Per.","Devol/Deshec","Propiedad","Propietario","Nombre Propietario","Propiedad Previo","Propietario Previo","Nombre Propietario Previo","Cód. Programa","Descripción de Programa","Cód Proyecto","Nombre Proyecto","Cód Subproyecto","Descripción Subproyecto","Cód Actividad","Descripción Actividad","Secuencia Actividad","Tiene Errores Contab","Tiene Contab Trasnferidas","Cód Inf Trans Inv","Fecha Aplicada Fecha Modificación","Fecha Aplicada Modificada por Usuario"
"1,908,609","INTSHIP","Consumo para Solic.Material","P14.004.OV0007","OVEROL TYVEK DESECHABLE","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223892","1","1","1","Solicitud Material","9.21","9.21","9.21","16/01/2017","10:04:52","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307076","",""
"1,908,610","INTSHIP","Consumo para Solic.Material","P14.007.MC0013","MASCARILLA DESECHABLE CON MALLA POLIMERICA SELLO NASAL ACOJINADO NIVEL DE EFICIENCIA N95, CON LAMINA DE CARBON ACTIVADO Y VALVULA DE EXHALACION","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223892","2","1","1","Solicitud Material","5.83","5.83","5.83","16/01/2017","10:04:52","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307076","",""
"1,908,622","INTSHIP","Consumo para Solic.Material","P14.004.OV0007","OVEROL TYVEK DESECHABLE","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223901","1","1","1","Solicitud Material","9.21","9.21","9.21","16/01/2017","10:11:34","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307081","",""
"1,908,623","INTSHIP","Consumo para Solic.Material","P14.006.GN0002","GUANTE DE CUERO -CORTOS-34.1.G.001","05M-O","TERMOPICHINCHA M-O","*","-","2","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223901","2","1","1","Solicitud Material","5.24","10.48","10.48","16/01/2017","10:11:34","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307081","",""
"1,908,625","INTSHIP","Consumo para Solic.Material","P14.006.GU0040","GUANTE DE NYLON TRICOTADO SIN COSTURA, GALGA 18, CON REVESTIMIENTO DE ESPUMA DE NITRILO","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","223904","1","1","1","Solicitud Material","10.53","10.53","10.53","16/01/2017","10:18:27","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307083","",""
"1,908,626","INTSHIP","Consumo para Solic.Material","P14.006.GU0008","GUANTE DE NITRILO","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","223904","2","1","1","Solicitud Material","3.03","3.03","3.03","16/01/2017","10:18:27","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307083","",""
"1,908,627","INTSHIP","Consumo para Solic.Material","P14.006.GN0002","GUANTE DE CUERO -CORTOS-34.1.G.001","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223904","3","1","1","Solicitud Material","5.24","5.24","5.24","16/01/2017","10:18:27","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307083","",""
"1,908,992","INTSHIP","Consumo para Solic.Material","P14.006.GU0008","GUANTE DE NITRILO","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","223932","1","1","1","Solicitud Material","3.03","3.03","3.03","16/01/2017","11:48:02","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307129","",""
"1,908,993","INTSHIP","Consumo para Solic.Material","P14.006.GN0002","GUANTE DE CUERO -CORTOS-34.1.G.001","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223932","2","1","1","Solicitud Material","5.24","5.24","5.24","16/01/2017","11:48:03","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307129","",""
"1,909,003","INTSHIP","Consumo para Solic.Material","P14.008.PA0006","PROTECTOR AUDITIVO C/CORDON Y ESTUCHE","05M-O","TERMOPICHINCHA M-O","*","-","3","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","223959","1","1","1","Solicitud Material","2.03","6.1","6.1","16/01/2017","12:04:51","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307135","",""
"1,909,004","INTSHIP","Consumo para Solic.Material","P14.006.GU0040","GUANTE DE NYLON TRICOTADO SIN COSTURA, GALGA 18, CON REVESTIMIENTO DE ESPUMA DE NITRILO","05M-O","TERMOPICHINCHA M-O","*","-","3","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","223959","2","1","1","Solicitud Material","10.53","31.59","31.59","16/01/2017","12:04:51","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307135","",""
"1,909,011","INTSHIP","Consumo para Solic.Material","P14.006.GN0002","GUANTE DE CUERO -CORTOS-34.1.G.001","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223961","1","1","1","Solicitud Material","5.24","5.24","5.24","16/01/2017","12:10:10","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307137","",""
"1,909,012","INTSHIP","Consumo para Solic.Material","P14.006.GU0008","GUANTE DE NITRILO","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","223961","2","1","1","Solicitud Material","3.03","3.03","3.03","16/01/2017","12:10:11","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307137","",""
"1,994,890","INTSHIP","Consumo para Solic.Material","P13.007.PH0002","PAPEL HIGIENICO JUMBO 250 MTS- ROLLO","05M-O","TERMOPICHINCHA M-O","*","-","3","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","229389","1","1","1","Solicitud Material","2.3","6.89","6.89","08/03/2017","10:48:39","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314704","",""
"1,994,891","INTSHIP","Consumo para Solic.Material","P13.007.TL0001","TOALLA DE MANOS DISPENSADA","05M-O","TERMOPICHINCHA M-O","*","-","4","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","229389","2","1","1","Solicitud Material","2.03","8.12","8.12","08/03/2017","10:48:40","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314704","",""
"1,994,892","INTSHIP","Consumo para Solic.Material","P13.017.FN0009","FUNDA DE BASURA, GRANDE INDUSTRIAL","05M-O","TERMOPICHINCHA M-O","*","-","30","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","229389","3","1","1","Solicitud Material","0.27","8.23","8.23","08/03/2017","10:48:40","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314704","",""
"1,994,893","INTSHIP","Consumo para Solic.Material","P13.004.EB0003","ESCOBAS DE FIBRA","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","229389","4","1","1","Solicitud Material","3.99","3.99","3.99","08/03/2017","10:48:40","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314704","",""
"1,994,894","INTSHIP","Consumo para Solic.Material","P13.001.DE0002","DESINFECTANTE","05M-O","TERMOPICHINCHA M-O","*","-","1","GALON","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","229389","5","1","1","Solicitud Material","2.15","2.15","2.15","08/03/2017","10:48:40","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314704","",""
"1,994,895","INTSHIP","Consumo para Solic.Material","P13.010.LA0003","LAVAVAJILLA.","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","229389","6","1","1","Solicitud Material","2.26","2.26","2.26","08/03/2017","10:48:40","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314704","",""
"1,994,896","INTSHIP","Consumo para Solic.Material","P13.007.JB0001","JABON LIQUIDO","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","229389","7","1","1","Solicitud Material","7.12","7.12","7.12","08/03/2017","10:48:41","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314704","",""
"1,994,900","INTSHIP","Consumo para Solic.Material","P12.051.PI0001","PILAS PEQUEÑAS 2 AA","05M-O","TERMOPICHINCHA M-O","*","-","6","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","27/05/2014","229398","1","1","1","Solicitud Material","1.57","9.44","9.44","08/03/2017","10:58:15","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314706","",""
"1,994,901","INTSHIP","Consumo para Solic.Material","P12.027.EG0001","ENGRAPADORA SWINGLINE","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","229398","2","1","1","Solicitud Material","4.29","4.29","4.29","08/03/2017","10:58:15","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314706","",""
"1,994,902","INTSHIP","Consumo para Solic.Material","P12.017.GR0001","GRAPAS 26-6","05M-O","TERMOPICHINCHA M-O","*","-","1","jgo","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","229398","3","1","1","Solicitud Material","0.3","0.3","0.3","08/03/2017","10:58:15","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314706","",""
"1,994,903","INTSHIP","Consumo para Solic.Material","P12.004.CA0008","CARPETA MANILA COLOR AMARILLO","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","229398","4","1","1","Solicitud Material","0.09","0.09","0.09","08/03/2017","10:58:16","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314706","",""
"1,994,909","INTSHIP","Consumo para Solic.Material","P14.005.GF0005","GAFA PARA SUELDA AUTOGENA","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","229402","1","1","1","Solicitud Material","13.03","13.03","13.03","08/03/2017","11:05:18","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314709","",""
"1,994,910","INTSHIP","Consumo para Solic.Material","P14.004.DC0001","DELANTAL DE CUERO","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","229402","2","1","1","Solicitud Material","15.44","15.44","15.44","08/03/2017","11:05:18","INT","VTIXE","08/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314709","",""
"1,995,281","ARRIVAL","Recepción de Orden de Compra","P12.071.BO0002","BOTELLON DE AGUA  PURIFICADA-CARGA","05M-O","TERMOPICHINCHA M-O","*","+","30","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100045956","1","1","1","Orden Compra","2.41","72.16","72.16","08/03/2017","14:22:04","","VTIXE","03/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314789","08/03/2017 14:22:05","VTIXE"
"1,995,291","ARRIVAL","Recepción de Orden de Compra","P01.142.RI0001","RIEL DIN","05M-O","TERMOPICHINCHA M-O","*","+","20","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","P100045971","1","1","1","Orden Compra","2.45","49.02","49.02","08/03/2017","14:34:32","","VTIXE","07/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314795","08/03/2017 14:34:32","VTIXE"
"1,995,292","ARRIVAL","Recepción de Orden de Compra","P01.033.CT0081","CONTACTOR 30 AMP BOBINA 120 VAC","05M-O","TERMOPICHINCHA M-O","*","+","10","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","P100045971","2","1","1","Orden Compra","73.82","738.15","738.15","08/03/2017","14:34:33","","VTIXE","07/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314795","08/03/2017 14:34:33","VTIXE"
"1,995,293","ARRIVAL","Recepción de Orden de Compra","P02.010.TR0049","TERMINAL TIPO OJO # 4-6-31.1.T064","05M-O","TERMOPICHINCHA M-O","*","+","200","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","P100045971","3","1","1","Orden Compra","0.18","36.48","36.48","08/03/2017","14:34:33","","VTIXE","07/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314795","08/03/2017 14:34:34","VTIXE"
"1,995,294","ARRIVAL","Recepción de Orden de Compra","P02.010.TR0222","TERMINAL TIPO ""U"" 4-6 AWG","05M-O","TERMOPICHINCHA M-O","*","+","200","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045971","4","1","1","Orden Compra","0.23","45.6","45.6","08/03/2017","14:34:34","","VTIXE","07/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314795","08/03/2017 14:34:35","VTIXE"
"1,995,295","ARRIVAL","Recepción de Orden de Compra","P02.010.TR0223","TERMINAL PUNTERA 12-14","05M-O","TERMOPICHINCHA M-O","*","+","300","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","P100045971","5","1","1","Orden Compra","0.03","7.87","7.87","08/03/2017","14:34:35","","VTIXE","07/03/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","314795","08/03/2017 14:34:35","VTIXE"
"1,908,628","INTSHIP","Consumo para Solic.Material","P14.004.OV0007","OVEROL TYVEK DESECHABLE","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223904","4","1","1","Solicitud Material","9.21","9.21","9.21","16/01/2017","10:18:28","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307083","",""
"1,909,005","INTSHIP","Consumo para Solic.Material","P14.006.GU0008","GUANTE DE NITRILO","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","223959","3","1","1","Solicitud Material","3.03","3.03","3.03","16/01/2017","12:04:52","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307135","",""
"1,909,006","INTSHIP","Consumo para Solic.Material","P14.006.GN0008","GUANTE DE HILO CON PUNTOS DE NEOPRENO","05M-O","TERMOPICHINCHA M-O","*","-","2","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","223959","4","1","1","Solicitud Material","1.22","2.44","2.44","16/01/2017","12:04:52","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307135","",""
"1,909,007","INTSHIP","Consumo para Solic.Material","P14.007.MC0013","MASCARILLA DESECHABLE CON MALLA POLIMERICA SELLO NASAL ACOJINADO NIVEL DE EFICIENCIA N95, CON LAMINA DE CARBON ACTIVADO Y VALVULA DE EXHALACION","05M-O","TERMOPICHINCHA M-O","*","-","2","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223959","5","1","1","Solicitud Material","5.83","11.66","11.66","16/01/2017","12:04:52","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307135","",""
"1,909,013","INTSHIP","Consumo para Solic.Material","P14.006.GU0040","GUANTE DE NYLON TRICOTADO SIN COSTURA, GALGA 18, CON REVESTIMIENTO DE ESPUMA DE NITRILO","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","","","*","1","","223961","3","1","1","Solicitud Material","10.53","10.53","10.53","16/01/2017","12:10:11","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307137","",""
"1,909,014","INTSHIP","Consumo para Solic.Material","P14.008.PA0006","PROTECTOR AUDITIVO C/CORDON Y ESTUCHE","05M-O","TERMOPICHINCHA M-O","*","-","1","UNIDAD","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","223961","4","1","1","Solicitud Material","2.03","2.03","2.03","16/01/2017","12:10:11","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307137","",""
"1,909,016","INTSHIP","Consumo para Solic.Material","P14.006.GN0002","GUANTE DE CUERO -CORTOS-34.1.G.001","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","","223963","1","1","1","Solicitud Material","5.24","5.24","5.24","16/01/2017","12:14:09","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307139","",""
"1,909,017","INTSHIP","Consumo para Solic.Material","P14.006.GU0008","GUANTE DE NITRILO","05M-O","TERMOPICHINCHA M-O","*","-","1","PAR","","","","SRAM0000","SANTA ROSA M-O","SRA01","0","0","0","0","*","NORMAL","Condición normal.","*","1","01/01/2999","223963","2","1","1","Solicitud Material","3.03","3.03","3.03","16/01/2017","12:14:09","INT","VTIXE","16/01/2017","N","N","","Propiedad Compañía","","","","","","","","","","","","","","0","FALSE","TRUE","307139","",""
